Headline,Body ID,Stance
6 Islamist militants killed in US attack in Somalia,1921,unrelated
Taylor Lianne Chandler: Michael Phelps' Cougar Girlfriend Revealed?,1535,unrelated
"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",10,unrelated
Time Capsule from Paul Revere and Samuel Adams Discovered in Boston,2003,unrelated
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,568,unrelated
Ferguson riots: audio may have captured Michael Brown shooting,1715,discuss
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,1890,discuss
'Electric Boogie' Developer Leaves Secret Resignation Letter To Boss At The End Of The Game (Video),1498,unrelated
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,1197,agree
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,1277,unrelated
Jordan Vs ISIS: Reports Say King Abdullah II Could Personally Lead Airstrikes After Pilot’s Death,803,unrelated
Cesar Millan is Not Dead: Dog Whisperer Death Hoax Circulates,1975,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,1169,unrelated
That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,472,unrelated
WTC rats scare off Anna Wintour,2152,unrelated
Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),1959,agree
"No, a spider (probably) didn't crawl through a man's body for several days",1709,unrelated
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,2458,unrelated
Reports: Big Bank Hank of pioneering rap group Sugarhill Gang has died,754,unrelated
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,2118,discuss
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,666,unrelated
Boko Haram Denies Nigeria Cease-Fire Claim,2314,unrelated
Islamic State claims to have beheaded American journalist,928,discuss
"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married",2192,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',2415,unrelated
U.S. arms airdrop fell into ISIS hands: Pentagon,666,unrelated
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,1465,unrelated
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",1125,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",2445,unrelated
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,2192,unrelated
Isis supporters claim US hostage killed in coalition air strike in Syria,1337,discuss
"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",2047,discuss
Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,1539,unrelated
Marijuana Law New York: How No-Arrest Policy Could Make Things Worse For Minor Offenders ,2483,unrelated
US confirms death of Somalia terror group leader,2458,unrelated
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,964,unrelated
Video shows ISIL beheading of photojournalist James Foley,2526,unrelated
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,2042,unrelated
"Tropical spider burrows under man's skin, lives there for three days",2115,unrelated
Rumor: Seth Rogen to Appear as Woz in Sony's Steve Jobs Film,1157,unrelated
Apple Watch delayed for February in limited quantity,2401,discuss
Meteorite strike in Nicaragua puzzles experts,269,unrelated
Saudi fatwa banning snowmen triggers heated debate,1090,unrelated
Mass grave found after 40 students disappear in Mexican protest,251,unrelated
Rumors of ISIS leader's death debunked,1631,unrelated
Islamic State using 'SCORPION bombs' to terrorise victims,533,unrelated
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",1294,discuss
Pentagon: ISIS seized materials airdropped to Kurds,1383,unrelated
"Gene Munster Predicts $499 Steel Apple Watch, $4,999 for 18k Gold Edition",2016,unrelated
Texas plumber's truck on front line of Syria war,2379,agree
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',1789,unrelated
"At Elon, ‘first-year’ has not replaced ‘freshman,’ university says",2321,discuss
Woman Spends Entire Week In KFC After Getting Dumped By Her Boyfriend,1473,unrelated
Judd Nelson isn't dead; report is a hoax,1317,unrelated
Pentagon: Airstrike killed terror leader in Somalia,1869,unrelated
Report: Christian Bale Drops Out Of Steve Jobs Biopic,2343,discuss
"Meteorite makes big crater in Nicaragua, government says",2129,unrelated
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",704,unrelated
The Arrest of the ISIS Leader's Wife and Son,2360,unrelated
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",1835,unrelated
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1461,discuss
